user,level,department,knowledge,knowledge2,knowledge3,sername,email,password,smtp,active
user670,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user670_-5_OPERATIONS,user670_-5_OPERATIONS@eknowedge.com,user670_-5_OPERATIONS,192.168.1.108,Y
user671,-5,SALES,SALES,SALES,SALES,user671_-5_SALES,user671_-5_SALES@eknowedge.com,user671_-5_SALES,192.168.1.108,Y
user672,-5,MARKETING,MARKETING,MARKETING,MARKETING,user672_-5_MARKETING,user672_-5_MARKETING@eknowedge.com,user672_-5_MARKETING,192.168.1.108,Y
user673,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user673_-5_SUPPORT,user673_-5_SUPPORT@eknowedge.com,user673_-5_SUPPORT,192.168.1.108,Y
user674,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user674_-5_STRATEGY,user674_-5_STRATEGY@eknowedge.com,user674_-5_STRATEGY,192.168.1.108,Y
user675,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user675_-5_TECHNOLOGY,user675_-5_TECHNOLOGY@eknowedge.com,user675_-5_TECHNOLOGY,192.168.1.108,Y
user676,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user676_-5_OPERATIONS,user676_-5_OPERATIONS@eknowedge.com,user676_-5_OPERATIONS,192.168.1.108,Y
user677,-5,SALES,SALES,SALES,SALES,user677_-5_SALES,user677_-5_SALES@eknowedge.com,user677_-5_SALES,192.168.1.108,Y
user678,-5,MARKETING,MARKETING,MARKETING,MARKETING,user678_-5_MARKETING,user678_-5_MARKETING@eknowedge.com,user678_-5_MARKETING,192.168.1.108,Y
user679,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user679_-5_SUPPORT,user679_-5_SUPPORT@eknowedge.com,user679_-5_SUPPORT,192.168.1.108,Y
user680,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user680_-5_STRATEGY,user680_-5_STRATEGY@eknowedge.com,user680_-5_STRATEGY,192.168.1.108,Y
user681,-5,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user681_-5_PROVIDERS,user681_-5_PROVIDERS@eknowedge.com,user681_-5_PROVIDERS,192.168.1.108,Y
user682,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user682_-5_TECHNOLOGY,user682_-5_TECHNOLOGY@eknowedge.com,user682_-5_TECHNOLOGY,192.168.1.108,Y
user683,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user683_-5_OPERATIONS,user683_-5_OPERATIONS@eknowedge.com,user683_-5_OPERATIONS,192.168.1.108,Y
user684,-5,SALES,SALES,SALES,SALES,user684_-5_SALES,user684_-5_SALES@eknowedge.com,user684_-5_SALES,192.168.1.108,Y
user685,-5,MARKETING,MARKETING,MARKETING,MARKETING,user685_-5_MARKETING,user685_-5_MARKETING@eknowedge.com,user685_-5_MARKETING,192.168.1.108,Y
user686,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user686_-5_SUPPORT,user686_-5_SUPPORT@eknowedge.com,user686_-5_SUPPORT,192.168.1.108,Y
user687,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user687_-5_STRATEGY,user687_-5_STRATEGY@eknowedge.com,user687_-5_STRATEGY,192.168.1.108,Y
user688,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user688_-5_TECHNOLOGY,user688_-5_TECHNOLOGY@eknowedge.com,user688_-5_TECHNOLOGY,192.168.1.108,Y
user689,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user689_-5_OPERATIONS,user689_-5_OPERATIONS@eknowedge.com,user689_-5_OPERATIONS,192.168.1.108,Y
user690,-5,SALES,SALES,SALES,SALES,user690_-5_SALES,user690_-5_SALES@eknowedge.com,user690_-5_SALES,192.168.1.108,Y
user691,-5,MARKETING,MARKETING,MARKETING,MARKETING,user691_-5_MARKETING,user691_-5_MARKETING@eknowedge.com,user691_-5_MARKETING,192.168.1.108,Y
user692,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user692_-5_SUPPORT,user692_-5_SUPPORT@eknowedge.com,user692_-5_SUPPORT,192.168.1.108,Y
user693,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user693_-5_STRATEGY,user693_-5_STRATEGY@eknowedge.com,user693_-5_STRATEGY,192.168.1.108,Y
user694,-5,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user694_-5_PROVIDERS,user694_-5_PROVIDERS@eknowedge.com,user694_-5_PROVIDERS,192.168.1.108,Y
user695,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user695_-5_TECHNOLOGY,user695_-5_TECHNOLOGY@eknowedge.com,user695_-5_TECHNOLOGY,192.168.1.108,Y
user696,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user696_-5_OPERATIONS,user696_-5_OPERATIONS@eknowedge.com,user696_-5_OPERATIONS,192.168.1.108,Y
user697,-5,SALES,SALES,SALES,SALES,user697_-5_SALES,user697_-5_SALES@eknowedge.com,user697_-5_SALES,192.168.1.108,Y
user698,-5,MARKETING,MARKETING,MARKETING,MARKETING,user698_-5_MARKETING,user698_-5_MARKETING@eknowedge.com,user698_-5_MARKETING,192.168.1.108,Y
user699,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user699_-5_SUPPORT,user699_-5_SUPPORT@eknowedge.com,user699_-5_SUPPORT,192.168.1.108,Y
user700,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user700_-5_STRATEGY,user700_-5_STRATEGY@eknowedge.com,user700_-5_STRATEGY,192.168.1.108,Y
user701,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user701_-5_TECHNOLOGY,user701_-5_TECHNOLOGY@eknowedge.com,user701_-5_TECHNOLOGY,192.168.1.108,Y
user702,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user702_-5_OPERATIONS,user702_-5_OPERATIONS@eknowedge.com,user702_-5_OPERATIONS,192.168.1.108,Y
user703,-5,SALES,SALES,SALES,SALES,user703_-5_SALES,user703_-5_SALES@eknowedge.com,user703_-5_SALES,192.168.1.108,Y
user704,-5,MARKETING,MARKETING,MARKETING,MARKETING,user704_-5_MARKETING,user704_-5_MARKETING@eknowedge.com,user704_-5_MARKETING,192.168.1.108,Y
user705,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user705_-5_SUPPORT,user705_-5_SUPPORT@eknowedge.com,user705_-5_SUPPORT,192.168.1.108,Y
user706,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user706_-5_STRATEGY,user706_-5_STRATEGY@eknowedge.com,user706_-5_STRATEGY,192.168.1.108,Y
user707,-5,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user707_-5_PROVIDERS,user707_-5_PROVIDERS@eknowedge.com,user707_-5_PROVIDERS,192.168.1.108,Y
user708,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user708_-5_TECHNOLOGY,user708_-5_TECHNOLOGY@eknowedge.com,user708_-5_TECHNOLOGY,192.168.1.108,Y
user709,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user709_-5_OPERATIONS,user709_-5_OPERATIONS@eknowedge.com,user709_-5_OPERATIONS,192.168.1.108,Y
user710,-5,SALES,SALES,SALES,SALES,user710_-5_SALES,user710_-5_SALES@eknowedge.com,user710_-5_SALES,192.168.1.108,Y
user711,-5,MARKETING,MARKETING,MARKETING,MARKETING,user711_-5_MARKETING,user711_-5_MARKETING@eknowedge.com,user711_-5_MARKETING,192.168.1.108,Y
user712,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user712_-5_SUPPORT,user712_-5_SUPPORT@eknowedge.com,user712_-5_SUPPORT,192.168.1.108,Y
user713,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user713_-5_STRATEGY,user713_-5_STRATEGY@eknowedge.com,user713_-5_STRATEGY,192.168.1.108,Y
user714,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user714_-5_TECHNOLOGY,user714_-5_TECHNOLOGY@eknowedge.com,user714_-5_TECHNOLOGY,192.168.1.108,Y
user715,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user715_-5_OPERATIONS,user715_-5_OPERATIONS@eknowedge.com,user715_-5_OPERATIONS,192.168.1.108,Y
user716,-5,SALES,SALES,SALES,SALES,user716_-5_SALES,user716_-5_SALES@eknowedge.com,user716_-5_SALES,192.168.1.108,Y
user717,-5,MARKETING,MARKETING,MARKETING,MARKETING,user717_-5_MARKETING,user717_-5_MARKETING@eknowedge.com,user717_-5_MARKETING,192.168.1.108,Y
user718,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user718_-5_SUPPORT,user718_-5_SUPPORT@eknowedge.com,user718_-5_SUPPORT,192.168.1.108,Y
user719,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user719_-5_STRATEGY,user719_-5_STRATEGY@eknowedge.com,user719_-5_STRATEGY,192.168.1.108,Y
user720,-5,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user720_-5_PROVIDERS,user720_-5_PROVIDERS@eknowedge.com,user720_-5_PROVIDERS,192.168.1.108,Y
user721,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user721_-5_TECHNOLOGY,user721_-5_TECHNOLOGY@eknowedge.com,user721_-5_TECHNOLOGY,192.168.1.108,Y
user722,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user722_-5_OPERATIONS,user722_-5_OPERATIONS@eknowedge.com,user722_-5_OPERATIONS,192.168.1.108,Y
user723,-5,SALES,SALES,SALES,SALES,user723_-5_SALES,user723_-5_SALES@eknowedge.com,user723_-5_SALES,192.168.1.108,Y
user724,-5,MARKETING,MARKETING,MARKETING,MARKETING,user724_-5_MARKETING,user724_-5_MARKETING@eknowedge.com,user724_-5_MARKETING,192.168.1.108,Y
user725,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user725_-5_SUPPORT,user725_-5_SUPPORT@eknowedge.com,user725_-5_SUPPORT,192.168.1.108,Y
user726,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user726_-5_STRATEGY,user726_-5_STRATEGY@eknowedge.com,user726_-5_STRATEGY,192.168.1.108,Y
user727,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user727_-5_TECHNOLOGY,user727_-5_TECHNOLOGY@eknowedge.com,user727_-5_TECHNOLOGY,192.168.1.108,Y
user728,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user728_-5_OPERATIONS,user728_-5_OPERATIONS@eknowedge.com,user728_-5_OPERATIONS,192.168.1.108,Y
user729,-5,SALES,SALES,SALES,SALES,user729_-5_SALES,user729_-5_SALES@eknowedge.com,user729_-5_SALES,192.168.1.108,Y
user730,-5,MARKETING,MARKETING,MARKETING,MARKETING,user730_-5_MARKETING,user730_-5_MARKETING@eknowedge.com,user730_-5_MARKETING,192.168.1.108,Y
user731,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user731_-5_SUPPORT,user731_-5_SUPPORT@eknowedge.com,user731_-5_SUPPORT,192.168.1.108,Y
user732,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user732_-5_STRATEGY,user732_-5_STRATEGY@eknowedge.com,user732_-5_STRATEGY,192.168.1.108,Y
user733,-5,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user733_-5_PROVIDERS,user733_-5_PROVIDERS@eknowedge.com,user733_-5_PROVIDERS,192.168.1.108,Y
user734,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user734_-5_TECHNOLOGY,user734_-5_TECHNOLOGY@eknowedge.com,user734_-5_TECHNOLOGY,192.168.1.108,Y
user735,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user735_-5_OPERATIONS,user735_-5_OPERATIONS@eknowedge.com,user735_-5_OPERATIONS,192.168.1.108,Y
user736,-5,SALES,SALES,SALES,SALES,user736_-5_SALES,user736_-5_SALES@eknowedge.com,user736_-5_SALES,192.168.1.108,Y
user737,-5,MARKETING,MARKETING,MARKETING,MARKETING,user737_-5_MARKETING,user737_-5_MARKETING@eknowedge.com,user737_-5_MARKETING,192.168.1.108,Y
user738,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user738_-5_SUPPORT,user738_-5_SUPPORT@eknowedge.com,user738_-5_SUPPORT,192.168.1.108,Y
user739,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user739_-5_STRATEGY,user739_-5_STRATEGY@eknowedge.com,user739_-5_STRATEGY,192.168.1.108,Y
user740,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user740_-5_TECHNOLOGY,user740_-5_TECHNOLOGY@eknowedge.com,user740_-5_TECHNOLOGY,192.168.1.108,Y
user741,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user741_-5_OPERATIONS,user741_-5_OPERATIONS@eknowedge.com,user741_-5_OPERATIONS,192.168.1.108,Y
user742,-5,SALES,SALES,SALES,SALES,user742_-5_SALES,user742_-5_SALES@eknowedge.com,user742_-5_SALES,192.168.1.108,Y
user743,-5,MARKETING,MARKETING,MARKETING,MARKETING,user743_-5_MARKETING,user743_-5_MARKETING@eknowedge.com,user743_-5_MARKETING,192.168.1.108,Y
user744,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user744_-5_SUPPORT,user744_-5_SUPPORT@eknowedge.com,user744_-5_SUPPORT,192.168.1.108,Y
user745,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user745_-5_STRATEGY,user745_-5_STRATEGY@eknowedge.com,user745_-5_STRATEGY,192.168.1.108,Y
user746,-5,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user746_-5_PROVIDERS,user746_-5_PROVIDERS@eknowedge.com,user746_-5_PROVIDERS,192.168.1.108,Y
user747,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user747_-5_TECHNOLOGY,user747_-5_TECHNOLOGY@eknowedge.com,user747_-5_TECHNOLOGY,192.168.1.108,Y
user748,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user748_-5_OPERATIONS,user748_-5_OPERATIONS@eknowedge.com,user748_-5_OPERATIONS,192.168.1.108,Y
user749,-5,SALES,SALES,SALES,SALES,user749_-5_SALES,user749_-5_SALES@eknowedge.com,user749_-5_SALES,192.168.1.108,Y
user750,-5,MARKETING,MARKETING,MARKETING,MARKETING,user750_-5_MARKETING,user750_-5_MARKETING@eknowedge.com,user750_-5_MARKETING,192.168.1.108,Y
user751,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user751_-5_SUPPORT,user751_-5_SUPPORT@eknowedge.com,user751_-5_SUPPORT,192.168.1.108,Y
user752,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user752_-5_STRATEGY,user752_-5_STRATEGY@eknowedge.com,user752_-5_STRATEGY,192.168.1.108,Y
user753,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user753_-5_TECHNOLOGY,user753_-5_TECHNOLOGY@eknowedge.com,user753_-5_TECHNOLOGY,192.168.1.108,Y
user754,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user754_-5_OPERATIONS,user754_-5_OPERATIONS@eknowedge.com,user754_-5_OPERATIONS,192.168.1.108,Y
user755,-5,SALES,SALES,SALES,SALES,user755_-5_SALES,user755_-5_SALES@eknowedge.com,user755_-5_SALES,192.168.1.108,Y
user756,-5,MARKETING,MARKETING,MARKETING,MARKETING,user756_-5_MARKETING,user756_-5_MARKETING@eknowedge.com,user756_-5_MARKETING,192.168.1.108,Y
user757,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user757_-5_SUPPORT,user757_-5_SUPPORT@eknowedge.com,user757_-5_SUPPORT,192.168.1.108,Y
user758,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user758_-5_STRATEGY,user758_-5_STRATEGY@eknowedge.com,user758_-5_STRATEGY,192.168.1.108,Y
user759,-5,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user759_-5_PROVIDERS,user759_-5_PROVIDERS@eknowedge.com,user759_-5_PROVIDERS,192.168.1.108,Y
user760,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user760_-5_TECHNOLOGY,user760_-5_TECHNOLOGY@eknowedge.com,user760_-5_TECHNOLOGY,192.168.1.108,Y
user761,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user761_-5_OPERATIONS,user761_-5_OPERATIONS@eknowedge.com,user761_-5_OPERATIONS,192.168.1.108,Y
user762,-5,SALES,SALES,SALES,SALES,user762_-5_SALES,user762_-5_SALES@eknowedge.com,user762_-5_SALES,192.168.1.108,Y
user763,-5,MARKETING,MARKETING,MARKETING,MARKETING,user763_-5_MARKETING,user763_-5_MARKETING@eknowedge.com,user763_-5_MARKETING,192.168.1.108,Y
user764,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user764_-5_SUPPORT,user764_-5_SUPPORT@eknowedge.com,user764_-5_SUPPORT,192.168.1.108,Y
user765,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user765_-5_STRATEGY,user765_-5_STRATEGY@eknowedge.com,user765_-5_STRATEGY,192.168.1.108,Y
user766,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user766_-5_TECHNOLOGY,user766_-5_TECHNOLOGY@eknowedge.com,user766_-5_TECHNOLOGY,192.168.1.108,Y
user767,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user767_-5_OPERATIONS,user767_-5_OPERATIONS@eknowedge.com,user767_-5_OPERATIONS,192.168.1.108,Y
user768,-5,SALES,SALES,SALES,SALES,user768_-5_SALES,user768_-5_SALES@eknowedge.com,user768_-5_SALES,192.168.1.108,Y
user769,-5,MARKETING,MARKETING,MARKETING,MARKETING,user769_-5_MARKETING,user769_-5_MARKETING@eknowedge.com,user769_-5_MARKETING,192.168.1.108,Y
user770,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user770_-5_SUPPORT,user770_-5_SUPPORT@eknowedge.com,user770_-5_SUPPORT,192.168.1.108,Y
user771,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user771_-5_STRATEGY,user771_-5_STRATEGY@eknowedge.com,user771_-5_STRATEGY,192.168.1.108,Y
user772,-5,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user772_-5_PROVIDERS,user772_-5_PROVIDERS@eknowedge.com,user772_-5_PROVIDERS,192.168.1.108,Y
user773,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user773_-5_TECHNOLOGY,user773_-5_TECHNOLOGY@eknowedge.com,user773_-5_TECHNOLOGY,192.168.1.108,Y
user774,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user774_-5_OPERATIONS,user774_-5_OPERATIONS@eknowedge.com,user774_-5_OPERATIONS,192.168.1.108,Y
user775,-5,SALES,SALES,SALES,SALES,user775_-5_SALES,user775_-5_SALES@eknowedge.com,user775_-5_SALES,192.168.1.108,Y
user776,-5,MARKETING,MARKETING,MARKETING,MARKETING,user776_-5_MARKETING,user776_-5_MARKETING@eknowedge.com,user776_-5_MARKETING,192.168.1.108,Y
user777,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user777_-5_SUPPORT,user777_-5_SUPPORT@eknowedge.com,user777_-5_SUPPORT,192.168.1.108,Y
user778,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user778_-5_STRATEGY,user778_-5_STRATEGY@eknowedge.com,user778_-5_STRATEGY,192.168.1.108,Y
user779,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user779_-5_TECHNOLOGY,user779_-5_TECHNOLOGY@eknowedge.com,user779_-5_TECHNOLOGY,192.168.1.108,Y
user780,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user780_-5_OPERATIONS,user780_-5_OPERATIONS@eknowedge.com,user780_-5_OPERATIONS,192.168.1.108,Y
user781,-5,SALES,SALES,SALES,SALES,user781_-5_SALES,user781_-5_SALES@eknowedge.com,user781_-5_SALES,192.168.1.108,Y
user782,-5,MARKETING,MARKETING,MARKETING,MARKETING,user782_-5_MARKETING,user782_-5_MARKETING@eknowedge.com,user782_-5_MARKETING,192.168.1.108,Y
user783,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user783_-5_SUPPORT,user783_-5_SUPPORT@eknowedge.com,user783_-5_SUPPORT,192.168.1.108,Y
user784,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user784_-5_STRATEGY,user784_-5_STRATEGY@eknowedge.com,user784_-5_STRATEGY,192.168.1.108,Y
user785,-5,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user785_-5_PROVIDERS,user785_-5_PROVIDERS@eknowedge.com,user785_-5_PROVIDERS,192.168.1.108,Y
user786,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user786_-5_TECHNOLOGY,user786_-5_TECHNOLOGY@eknowedge.com,user786_-5_TECHNOLOGY,192.168.1.108,Y
user787,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user787_-5_OPERATIONS,user787_-5_OPERATIONS@eknowedge.com,user787_-5_OPERATIONS,192.168.1.108,Y
user788,-5,SALES,SALES,SALES,SALES,user788_-5_SALES,user788_-5_SALES@eknowedge.com,user788_-5_SALES,192.168.1.108,Y
user789,-5,MARKETING,MARKETING,MARKETING,MARKETING,user789_-5_MARKETING,user789_-5_MARKETING@eknowedge.com,user789_-5_MARKETING,192.168.1.108,Y
user790,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user790_-5_SUPPORT,user790_-5_SUPPORT@eknowedge.com,user790_-5_SUPPORT,192.168.1.108,Y
user791,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user791_-5_STRATEGY,user791_-5_STRATEGY@eknowedge.com,user791_-5_STRATEGY,192.168.1.108,Y
user792,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user792_-5_TECHNOLOGY,user792_-5_TECHNOLOGY@eknowedge.com,user792_-5_TECHNOLOGY,192.168.1.108,Y
user793,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user793_-5_OPERATIONS,user793_-5_OPERATIONS@eknowedge.com,user793_-5_OPERATIONS,192.168.1.108,Y
user794,-5,SALES,SALES,SALES,SALES,user794_-5_SALES,user794_-5_SALES@eknowedge.com,user794_-5_SALES,192.168.1.108,Y
user795,-5,MARKETING,MARKETING,MARKETING,MARKETING,user795_-5_MARKETING,user795_-5_MARKETING@eknowedge.com,user795_-5_MARKETING,192.168.1.108,Y
user796,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user796_-5_SUPPORT,user796_-5_SUPPORT@eknowedge.com,user796_-5_SUPPORT,192.168.1.108,Y
user797,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user797_-5_STRATEGY,user797_-5_STRATEGY@eknowedge.com,user797_-5_STRATEGY,192.168.1.108,Y
user798,-5,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user798_-5_PROVIDERS,user798_-5_PROVIDERS@eknowedge.com,user798_-5_PROVIDERS,192.168.1.108,Y
user799,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user799_-5_TECHNOLOGY,user799_-5_TECHNOLOGY@eknowedge.com,user799_-5_TECHNOLOGY,192.168.1.108,Y
user800,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user800_-5_OPERATIONS,user800_-5_OPERATIONS@eknowedge.com,user800_-5_OPERATIONS,192.168.1.108,Y
user801,-5,SALES,SALES,SALES,SALES,user801_-5_SALES,user801_-5_SALES@eknowedge.com,user801_-5_SALES,192.168.1.108,Y
user802,-5,MARKETING,MARKETING,MARKETING,MARKETING,user802_-5_MARKETING,user802_-5_MARKETING@eknowedge.com,user802_-5_MARKETING,192.168.1.108,Y
user803,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user803_-5_SUPPORT,user803_-5_SUPPORT@eknowedge.com,user803_-5_SUPPORT,192.168.1.108,Y
user804,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user804_-5_STRATEGY,user804_-5_STRATEGY@eknowedge.com,user804_-5_STRATEGY,192.168.1.108,Y
user805,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user805_-5_TECHNOLOGY,user805_-5_TECHNOLOGY@eknowedge.com,user805_-5_TECHNOLOGY,192.168.1.108,Y
user806,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user806_-5_OPERATIONS,user806_-5_OPERATIONS@eknowedge.com,user806_-5_OPERATIONS,192.168.1.108,Y
user807,-5,SALES,SALES,SALES,SALES,user807_-5_SALES,user807_-5_SALES@eknowedge.com,user807_-5_SALES,192.168.1.108,Y
user808,-5,MARKETING,MARKETING,MARKETING,MARKETING,user808_-5_MARKETING,user808_-5_MARKETING@eknowedge.com,user808_-5_MARKETING,192.168.1.108,Y
user809,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user809_-5_SUPPORT,user809_-5_SUPPORT@eknowedge.com,user809_-5_SUPPORT,192.168.1.108,Y
user810,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user810_-5_STRATEGY,user810_-5_STRATEGY@eknowedge.com,user810_-5_STRATEGY,192.168.1.108,Y
user811,-5,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user811_-5_PROVIDERS,user811_-5_PROVIDERS@eknowedge.com,user811_-5_PROVIDERS,192.168.1.108,Y
user812,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user812_-5_TECHNOLOGY,user812_-5_TECHNOLOGY@eknowedge.com,user812_-5_TECHNOLOGY,192.168.1.108,Y
user813,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user813_-5_OPERATIONS,user813_-5_OPERATIONS@eknowedge.com,user813_-5_OPERATIONS,192.168.1.108,Y
user814,-5,SALES,SALES,SALES,SALES,user814_-5_SALES,user814_-5_SALES@eknowedge.com,user814_-5_SALES,192.168.1.108,Y
user815,-5,MARKETING,MARKETING,MARKETING,MARKETING,user815_-5_MARKETING,user815_-5_MARKETING@eknowedge.com,user815_-5_MARKETING,192.168.1.108,Y
user816,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user816_-5_SUPPORT,user816_-5_SUPPORT@eknowedge.com,user816_-5_SUPPORT,192.168.1.108,Y
user817,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user817_-5_STRATEGY,user817_-5_STRATEGY@eknowedge.com,user817_-5_STRATEGY,192.168.1.108,Y
user818,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user818_-5_TECHNOLOGY,user818_-5_TECHNOLOGY@eknowedge.com,user818_-5_TECHNOLOGY,192.168.1.108,Y
user819,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user819_-5_OPERATIONS,user819_-5_OPERATIONS@eknowedge.com,user819_-5_OPERATIONS,192.168.1.108,Y
user820,-5,SALES,SALES,SALES,SALES,user820_-5_SALES,user820_-5_SALES@eknowedge.com,user820_-5_SALES,192.168.1.108,Y
